PlayerID,Age,Gender,Location,GameID,GameName,GameGenre,GameDifficulty,PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,DaysPlayed,PurchaseCount,TotalSpend,AvgPurchasesPerMonth,AvgPurchaseValue,SpendingPropensity,PlayerExpertise
32,18.0,Male,USA,STR_002,Tower Defense Masters,Strategy,Medium,83.4,4.0,135.0,71.0,42.0,Medium,57.0,3.0,60.66,1.58,20.22,Occasional,Intermediate
33,23.0,Male,USA,RPG_002,Mystic Realms Online,RPG,Hard,150.0,8.0,,10.0,12.0,Medium,29.0,4.0,52.13,4.14,13.03,Occasional,Intermediate
34,35.0,Male,Asia,ACT_003,Street Fighter Ultimate,Action,Medium,470.62,9.0,65.0,60.0,31.0,Medium,337.0,6.0,65.27,0.53,10.88,Occasional,Expert
34,35.0,Male,Asia,RPG_001,Dragon's Quest,RPG,Hard,100.0,2.0,110.0,30.0,26.0,Low,149.0,1.0,20.93,0.2,20.93,Occasional,Intermediate
35,26.0,Female,Asia,RPG_002,Mystic Realms Online,RPG,Medium,150.0,4.0,92.0,14.0,,Medium,55.0,13.0,80.0,7.09,6.15,Occasional,Beginner
35,26.0,Female,Asia,ACT_001,Battle Royale Extreme,Action,Hard,855.88,6.0,107.0,100.0,62.0,Medium,524.0,10.0,223.37,0.57,22.34,Whale,Expert
36,25.0,Male,Asia,ACT_001,Battle Royale Extreme,Action,Easy,120.08,7.0,37.0,24.0,16.0,Low,177.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
36,199.0,Male,Asia,RPG_002,Mystic Realms Online,RPG,Medium,150.0,5.0,71.0,3.0,4.0,Low,26.0,7.0,44.32,8.08,6.33,Occasional,Beginner
37,40.0,Female,USA,RPG_003,Dungeon Crawler Deluxe,RPG,Easy,173.6,5.0,152.0,50.0,26.0,Medium,107.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
38,25.0,Male,USA,RPG_002,Mystic Realms Online,RPG,Medium,150.0,5.0,140.0,8.0,13.0,Low,14.0,6.0,80.0,12.86,13.33,Occasional,Beginner
39,29.0,Male,Europe,ACT_002,Zombie Apocalypse,Action,Easy,240.0,16.0,41.0,50.0,36.0,High,199.0,3.0,35.21,0.45,11.74,Occasional,Intermediate
40,40.0,Female,Europe,RPG_003,Dungeon Crawler Deluxe,RPG,Hard,177.91,8.0,86.0,50.0,27.0,Medium,92.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
41,42.0,Male,USA,ACT_003,Street Fighter Ultimate,Action,Easy,56.77,6.0,52.0,17.0,18.0,Low,71.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
41,42.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Medium,69.99,16.0,65.0,8.0,2.0,Medium,32.0,3.0,33.3,2.81,11.1,Occasional,Beginner
42,19.0,Male,Europe,RPG_002,Mystic Realms Online,RPG,Easy,728.6,7.0,167.0,46.0,,Medium,219.0,4.0,11.95,0.55,2.99,Occasional,Beginner
43,24.0,Female,USA,RPG_002,Mystic Realms Online,RPG,Hard,1345.89,7.0,,80.0,116.0,High,643.0,18.0,647.26,0.84,35.96,Whale,Expert
43,24.0,Female,USA,STR_001,Empire Builder,Strategy,Easy,50.0,2.0,142.0,6.0,4.0,Low,54.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
43,24.0,Female,USA,STR_002,Tower Defense Masters,Strategy,Medium,240.0,8.0,126.0,75.0,50.0,High,406.0,3.0,40.51,0.22,13.5,Occasional,Expert
45,44.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Medium,62.13,5.0,,3.0,3.0,Medium,100.0,9.0,80.0,2.7,8.89,Occasional,Beginner
46,19.0,Female,Europe,ACT_001,Battle Royale Extreme,Action,Medium,104.95,4.0,44.0,14.0,15.0,Medium,277.0,6.0,80.0,0.65,13.33,Occasional,Beginner
47,33.0,Male,USA,STR_002,Tower Defense Masters,Strategy,Hard,240.0,5.0,106.0,75.0,,Medium,284.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
48,25.0,Female,Europe,STR_002,Tower Defense Masters,Strategy,Easy,240.0,2.0,117.0,75.0,58.0,Medium,488.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
49,40.0,Male,Europe,ACT_003,Street Fighter Ultimate,Action,Medium,168.57,10.0,82.0,33.0,47.0,Medium,75.0,1.0,12.57,0.4,12.57,Occasional,Intermediate
50,20.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Medium,111.41,6.0,89.0,13.0,11.0,Medium,81.0,7.0,30.79,2.59,4.4,Occasional,Beginner
51,40.0,Female,Asia,STR_003,Chess Legends Online,Strategy,Medium,54.2,5.0,74.0,4.0,3.0,Low,53.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
52,33.0,Female,Asia,RPG_003,Dungeon Crawler Deluxe,RPG,Easy,52.66,5.0,81.0,19.0,16.0,Medium,48.0,15.0,28.46,9.38,1.9,Occasional,Beginner
53,24.0,Male,Asia,RPG_001,Dragon's Quest,RPG,Medium,230.14,11.0,90.0,48.0,42.0,Medium,96.0,8.0,44.22,2.5,5.53,Occasional,Intermediate
53,24.0,Male,Asia,ACT_003,Street Fighter Ultimate,Action,Medium,119.72,7.0,48.0,21.0,24.0,Medium,127.0,4.0,55.94,0.94,13.98,Occasional,Beginner
54,16.0,Female,Asia,STR_003,Chess Legends Online,Strategy,Medium,149.26,3.0,,11.0,9.0,Medium,87.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
54,166.0,Female,Asia,ACT_001,Battle Royale Extreme,Action,Easy,184.01,8.0,99.0,36.0,39.0,Medium,89.0,2.0,32.03,0.67,16.02,Occasional,Beginner
55,31.0,Female,Europe,STR_003,Chess Legends Online,Strategy,Easy,160.94,5.0,148.0,19.0,14.0,Medium,90.0,3.0,65.54,1.0,21.85,Occasional,Beginner
56,26.0,Male,Asia,RPG_003,Dungeon Crawler Deluxe,RPG,Hard,360.0,7.0,110.0,75.0,47.0,Medium,271.0,12.0,29.33,1.33,2.44,Occasional,Expert
56,26.0,Male,Asia,ACT_003,Street Fighter Ultimate,Action,Hard,95.5,5.0,69.0,23.0,20.0,Low,123.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
56,26.0,Male,Asia,RPG_001,Dragon's Quest,RPG,Hard,960.0,8.0,147.0,100.0,45.0,High,433.0,23.0,896.92,1.59,39.0,Whale,Expert
56,26.0,Male,Asia,ACT_001,Battle Royale Extreme,Action,Easy,230.47,12.0,76.0,62.0,47.0,High,123.0,25.0,1665.49,6.1,66.62,Whale,Intermediate
57,15.0,Female,USA,RPG_002,Mystic Realms Online,RPG,Hard,150.0,2.0,99.0,10.0,2.0,Low,18.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
58,41.0,Female,USA,RPG_002,Mystic Realms Online,RPG,Medium,736.75,11.0,164.0,31.0,13.0,Medium,195.0,4.0,63.5,0.62,15.88,Occasional,Beginner
59,24.0,Male,USA,RPG_002,Mystic Realms Online,RPG,Medium,393.69,6.0,156.0,23.0,42.0,Medium,210.0,15.0,564.47,2.14,37.63,Whale,Beginner
60,39.0,Female,USA,STR_001,Empire Builder,Strategy,Medium,120.21,4.0,128.0,5.0,9.0,Medium,93.0,5.0,45.99,1.61,9.2,Occasional,Beginner
60,39.0,Female,USA,RPG_002,Mystic Realms Online,RPG,Medium,150.0,2.0,150.0,10.0,6.0,Low,35.0,3.0,14.49,2.57,4.83,Occasional,Beginner
60,39.0,Female,USA,RPG_003,Dungeon Crawler Deluxe,RPG,Easy,179.16,6.0,88.0,49.0,36.0,Medium,148.0,5.0,80.0,1.01,16.0,Occasional,Beginner
61,31.0,Male,USA,RPG_003,Dungeon Crawler Deluxe,RPG,Easy,360.0,9.0,128.0,75.0,18.0,High,520.0,3.0,57.85,0.17,19.28,Occasional,Beginner
62,41.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Easy,50.0,4.0,30.0,14.0,8.0,Medium,20.0,2.0,42.22,3.0,21.11,Occasional,Beginner
62,41.0,Male,USA,RPG_001,Dragon's Quest,RPG,Easy,314.81,10.0,76.0,37.0,43.0,High,159.0,10.0,80.0,1.89,8.0,Occasional,Beginner
63,14.0,Male,Asia,ACT_003,Street Fighter Ultimate,Action,Medium,506.65,8.0,83.0,60.0,29.0,Medium,277.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
64,28.0,Male,USA,RPG_001,Dragon's Quest,RPG,Easy,327.04,10.0,131.0,67.0,32.0,Medium,112.0,9.0,80.0,2.41,8.89,Occasional,Beginner
64,28.0,Male,USA,ACT_002,Zombie Apocalypse,Action,Medium,129.25,8.0,93.0,50.0,6.0,Medium,73.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
65,46.0,Male,USA,RPG_003,Dungeon Crawler Deluxe,RPG,Hard,69.04,2.0,127.0,25.0,14.0,Low,103.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
66,20.0,Female,Europe,RPG_002,Mystic Realms Online,RPG,Medium,150.0,6.0,154.0,17.0,,Medium,28.0,5.0,47.34,5.36,9.47,Occasional,Intermediate
67,28.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Easy,706.01,8.0,102.0,100.0,38.0,High,367.0,15.0,783.04,1.23,52.2,Whale,Intermediate
68,17.0,Female,Asia,RPG_002,Mystic Realms Online,RPG,Easy,150.0,3.0,,10.0,13.0,Medium,7.0,5.0,40.28,21.43,8.06,Occasional,Beginner
69,46.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Hard,259.7,7.0,47.0,65.0,24.0,Medium,293.0,7.0,41.78,0.72,5.97,Occasional,Intermediate
69,46.0,Female,USA,RPG_002,Mystic Realms Online,RPG,Medium,243.86,5.0,88.0,15.0,8.0,Medium,201.0,3.0,47.59,0.45,15.86,Occasional,Beginner
70,24.0,Female,Asia,RPG_002,Mystic Realms Online,RPG,Medium,150.0,3.0,126.0,15.0,15.0,Medium,66.0,2.0,4.69,0.91,2.35,Occasional,Intermediate
70,24.0,Female,Asia,RPG_001,Dragon's Quest,RPG,Easy,100.0,2.0,60.0,16.0,17.0,Low,12.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
70,24.0,Female,Asia,ACT_001,Battle Royale Extreme,Action,Easy,321.96,12.0,45.0,44.0,44.0,Medium,274.0,3.0,80.0,0.33,26.67,Occasional,Beginner
71,29.0,Female,Asia,RPG_002,Mystic Realms Online,RPG,Medium,150.0,2.0,141.0,10.0,9.0,Low,34.0,4.0,53.72,3.53,13.43,Occasional,Beginner
71,29.0,Female,Asia,STR_001,Empire Builder,Strategy,Easy,260.84,6.0,164.0,39.0,27.0,Medium,120.0,15.0,80.0,3.75,5.33,Occasional,Beginner
72,26.0,Other,USA,RPG_001,Dragon's Quest,RPG,Hard,123.35,9.0,112.0,38.0,19.0,Medium,63.0,4.0,80.0,1.9,20.0,Occasional,Expert
73,34.0,Male,USA,RPG_001,Dragon's Quest,RPG,Easy,394.45,9.0,121.0,100.0,106.0,High,173.0,6.0,44.4,1.04,7.4,Occasional,Expert
73,34.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Medium,50.0,4.0,51.0,5.0,2.0,Low,15.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
73,34.0,Male,USA,ACT_003,Street Fighter Ultimate,Action,Easy,40.62,7.0,62.0,8.0,2.0,Low,47.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
74,21.0,Male,Asia,RPG_002,Mystic Realms Online,RPG,Hard,171.77,6.0,168.0,13.0,12.0,Medium,61.0,4.0,64.17,1.97,16.04,Occasional,Intermediate
74,21.0,Male,Asia,RPG_003,Dungeon Crawler Deluxe,RPG,Medium,188.63,8.0,171.0,75.0,26.0,Medium,67.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
74,21.0,Male,Asia,ACT_003,Street Fighter Ultimate,Action,Medium,25.0,4.0,50.0,4.0,,Low,54.0,2.0,30.44,1.11,15.22,Occasional,Beginner
75,26.0,Male,Europe,RPG_003,Dungeon Crawler Deluxe,RPG,Medium,46.58,5.0,78.0,34.0,31.0,Low,44.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
76,26.0,Male,Europe,ACT_001,Battle Royale Extreme,Action,Easy,50.0,13.0,73.0,14.0,4.0,Medium,22.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
77,16.0,Male,Asia,STR_001,Empire Builder,Strategy,Medium,50.0,4.0,,7.0,15.0,Low,39.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
78,15.0,Female,USA,STR_001,Empire Builder,Strategy,Hard,122.1,6.0,126.0,9.0,22.0,Low,79.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
79,30.0,Male,USA,ACT_002,Zombie Apocalypse,Action,Easy,159.75,4.0,97.0,43.0,27.0,Medium,191.0,6.0,75.78,0.94,12.63,Occasional,Beginner
79,30.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Easy,236.93,12.0,30.0,24.0,8.0,High,253.0,10.0,806.88,1.19,80.69,Whale,Beginner
79,30.0,Male,USA,ACT_003,Street Fighter Ultimate,Action,Medium,37.03,8.0,45.0,9.0,10.0,Low,41.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
80,15.0,Male,USA,RPG_002,Mystic Realms Online,RPG,Medium,150.0,8.0,91.0,11.0,14.0,Medium,89.0,7.0,80.0,2.36,11.43,Occasional,Beginner
80,166.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Hard,134.98,5.0,90.0,14.0,9.0,Medium,154.0,2.0,38.66,0.39,19.33,Occasional,Beginner
81,24.0,Female,Asia,RPG_003,Dungeon Crawler Deluxe,RPG,Hard,155.1,4.0,77.0,75.0,67.0,Medium,234.0,1.0,6.69,0.13,6.69,Occasional,Expert
82,19.0,Male,Europe,RPG_001,Dragon's Quest,RPG,Medium,250.65,4.0,60.0,52.0,56.0,Medium,526.0,1.0,8.94,0.06,8.94,Occasional,Beginner
82,19.0,Male,Europe,ACT_003,Street Fighter Ultimate,Action,Easy,30.72,3.0,33.0,4.0,4.0,Low,120.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
83,27.0,Male,USA,RPG_001,Dragon's Quest,RPG,Easy,455.82,3.0,164.0,59.0,26.0,Medium,377.0,1.0,28.2,0.08,28.2,Occasional,Beginner
84,34.0,Female,USA,RPG_002,Mystic Realms Online,RPG,Hard,150.0,6.0,161.0,13.0,12.0,Low,22.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
84,34.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Hard,81.99,13.0,52.0,23.0,16.0,Medium,53.0,9.0,80.0,5.09,8.89,Occasional,Expert
85,34.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Medium,70.57,3.0,38.0,15.0,11.0,Medium,221.0,14.0,54.0,1.9,3.86,Occasional,Beginner
86,29.0,Male,USA,RPG_002,Mystic Realms Online,RPG,Medium,150.0,2.0,130.0,17.0,26.0,Low,47.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
86,29.0,Male,USA,RPG_001,Dragon's Quest,RPG,Medium,146.19,3.0,121.0,24.0,11.0,Medium,201.0,6.0,12.71,0.9,2.12,Occasional,Beginner
86,29.0,Male,USA,ACT_001,Battle Royale Extreme,Action,Medium,146.96,8.0,44.0,14.0,8.0,Medium,191.0,3.0,77.88,0.47,25.96,Occasional,Beginner
87,29.0,Male,Europe,STR_001,Empire Builder,Strategy,Hard,212.35,11.0,,21.0,5.0,Medium,65.0,4.0,80.0,1.85,20.0,Occasional,Intermediate
87,29.0,Male,Europe,RPG_002,Mystic Realms Online,RPG,Medium,274.85,7.0,139.0,18.0,,Medium,114.0,3.0,72.61,0.79,24.2,Occasional,Beginner
88,35.0,Female,Europe,RPG_003,Dungeon Crawler Deluxe,RPG,Medium,204.57,8.0,130.0,75.0,38.0,High,92.0,7.0,35.11,2.28,5.02,Occasional,Expert
88,35.0,Female,Europe,ACT_001,Battle Royale Extreme,Action,Easy,50.0,3.0,67.0,12.0,10.0,Low,48.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
89,29.0,Female,Asia,STR_003,Chess Legends Online,Strategy,Easy,441.97,10.0,212.0,30.0,19.0,High,74.0,6.0,80.0,2.43,13.33,Occasional,Intermediate
89,29.0,Female,Asia,STR_002,Tower Defense Masters,Strategy,Hard,170.19,7.0,110.0,71.0,38.0,Medium,104.0,10.0,80.0,2.88,8.0,Occasional,Intermediate
90,22.0,Male,Europe,STR_001,Empire Builder,Strategy,Hard,50.0,3.0,126.0,11.0,20.0,Low,40.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
91,15.0,Other,USA,RPG_001,Dragon's Quest,RPG,Medium,277.28,5.0,154.0,78.0,64.0,Medium,188.0,2.0,50.92,0.32,25.46,Occasional,Intermediate
92,38.0,Male,Europe,STR_003,Chess Legends Online,Strategy,Hard,242.99,2.0,148.0,30.0,27.0,Medium,314.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
92,38.0,Male,Europe,ACT_001,Battle Royale Extreme,Action,Easy,133.82,4.0,61.0,13.0,10.0,Medium,206.0,0.0,0.0,0.0,0.0,NonSpender,Beginner
93,46.0,Male,Asia,ACT_002,Zombie Apocalypse,Action,Hard,62.52,4.0,120.0,35.0,31.0,Medium,56.0,0.0,0.0,0.0,0.0,NonSpender,Expert
94,23.0,Female,Europe,ACT_001,Battle Royale Extreme,Action,Easy,331.09,14.0,56.0,40.0,28.0,High,161.0,14.0,80.0,2.61,5.71,Occasional,Beginner
95,23.0,Female,Asia,RPG_001,Dragon's Quest,RPG,Easy,100.0,2.0,74.0,24.0,9.0,Low,136.0,1.0,11.07,0.22,11.07,Occasional,Beginner
96,15.0,Female,Europe,RPG_002,Mystic Realms Online,RPG,Easy,376.31,3.0,222.0,28.0,47.0,Medium,232.0,4.0,41.41,0.52,10.35,Occasional,Beginner
97,23.0,Female,Europe,ACT_001,Battle Royale Extreme,Action,Easy,113.14,11.0,59.0,16.0,10.0,Medium,72.0,1.0,22.79,0.42,22.79,Occasional,Beginner
97,23.0,Female,Europe,RPG_002,Mystic Realms Online,RPG,Hard,309.64,10.0,85.0,30.0,41.0,High,166.0,9.0,80.0,1.63,8.89,Occasional,Expert
97,23.0,Female,Europe,RPG_001,Dragon's Quest,RPG,Medium,100.0,5.0,99.0,14.0,5.0,Medium,24.0,2.0,14.23,2.5,7.12,Occasional,Beginner
98,26.0,Female,Europe,RPG_001,Dragon's Quest,RPG,Medium,177.81,4.0,152.0,38.0,34.0,Medium,113.0,1.0,16.92,0.27,16.92,Occasional,Intermediate
98,26.0,Female,Europe,ACT_002,Zombie Apocalypse,Action,Medium,60.34,12.0,40.0,30.0,3.0,Low,56.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
98,26.0,Female,Europe,STR_003,Chess Legends Online,Strategy,Hard,25.0,3.0,120.0,3.0,2.0,Low,20.0,0.0,0.0,0.0,0.0,NonSpender,Intermediate
99,20.0,Female,USA,ACT_001,Battle Royale Extreme,Action,Medium,52.92,9.0,44.0,14.0,,Medium,49.0,9.0,80.0,5.51,8.89,Occasional,Intermediate
